map_name,map_desc,lat,long
Western | steak | cost-1 | Kota Jakarta Timur,"<a href=""https://www.zomato.com/jakarta/el-bana-steak-ribs-jatinegara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> El - Bana Steak & Ribs",-6.2187597,106.8871024
Western | steak | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/cut-n-grill-daan-mogot?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Cut 'N Grill",-6.152919444,106.7136083
Western | pizza | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/phd-cengkareng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PHD",-6.144791667,106.7061222
Western | steak | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/jumy-cengkareng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Jumy",-6.141338889,106.7081833
Western | pizza | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/pizza-hut-cengkareng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Hut",-6.126861111,106.7128528
Western | pizza | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/phd-kebayoran-lama?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PHD",-6.216666667,106.7668333
Western | steak | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/waroeng-steak-shake-kebon-jeruk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Waroeng Steak & Shake",-6.213333333,106.780175
Western | steak | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/holycow-steakhouse-by-chef-afit-kebon-jeruk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Holycow! STEAKHOUSE by Chef Afit",-6.199688889,106.7692417
Western | european | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/food-hall-kebon-jeruk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Food Hall",-6.191267,106.758044
Western | steak | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/roger-s-steak-grill-green-ville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Roger's Steak & Grill",-6.173455556,106.7777333
Western | pizza | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/pizza-hut-green-ville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Hut",-6.169863889,106.7665556
Western | european | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/koultura-green-ville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Koultoura",-6.169833333,106.7668333
Western | steak | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/abuba-steak-green-ville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Abuba Steak",-6.169383333,106.7718361
Western | steak | cost-2 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/b-steak-grill-pancake-green-ville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> B'Steak Grill & Pancake",-6.169333333,106.7716667
Western | steak | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/gandy-steak-house-green-garden?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Gandy Steak House",-6.165905556,106.7628028
Western | pizza | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/phd-green-garden?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PHD",-6.165763889,106.7629556
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/holycow-steak-hotel-by-holycow-tkp-radal-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Holycow! Steak Hotel by Holycow! TKP RADAL",-6.258863889,106.7893833
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/urban-bistro-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Urban Bistro",-6.258706,106.808701
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/tgi-fridays-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> TGI Fridays",-6.258634,106.808717
Western | european | cost-3 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/colonial-cuisine-molecular-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Colonial Cuisine & Molecular",-6.258634,106.808717
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pizzaexpress-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PizzaExpress",-6.258634,106.808717
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/meatmelippomallkemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Meat Me Steak House & Butchery",-6.258634,106.808717
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/jakarta-the-dharmawangsa-dharmawangsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Jakarta - The Dharmawangsa",-6.25436,106.805512
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/quebec-burger-dharmawangsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Quebec Burger",-6.250933,106.808995
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/the-holyribs-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> The HolyRibs",-6.250497222,106.7981861
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/mama-goose-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Mama Goose",-6.249953,106.798932
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/patio-trattoria-pizzeria-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Patio Trattoria & Pizzeria",-6.249647222,106.8018028
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/lokananta-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Lokananta",-6.2475,106.8011667
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/egg-nest-bistro-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Egg Nest Bistro - Oak Tree Hotel",-6.245186111,106.7961806
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/ah-resto-cafe-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> AH Resto Cafe",-6.2445,106.8011667
Western | western | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/crystal-delight-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Crystal Delight",-6.2445,106.801
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/beyondbar-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Beyondbar",-6.244333333,106.8035
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bento-steak-co-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bento Steak.Co",-6.244333333,106.8013333
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/klenger-burger-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Klenger Burger",-6.244280556,106.8028944
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/kfc-1-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> KFC",-6.244166667,106.797
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pizza-hut-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Hut",-6.244166667,106.7978333
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/cafe-safari-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Cafe Safari",-6.244,106.7916667
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/phd-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PHD",-6.243833333,106.797
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/baron-s-pub-ambhara-hotel-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Baron's Pub - Ambhara Hotel",-6.243333333,106.8036667
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/blenger-burger-1-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Blenger Burger",-6.241263889,106.7898417
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/my-chef-concept-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> My Chef Concept",-6.241,106.7908333
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/family-macaroni-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Family Macaroni",-6.241,106.7913333
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/holycow-steakhouse-by-chef-afit-mampang-prapatan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Holycow! STEAKHOUSE by Chef Afit",-6.241,106.8
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bonara-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bonara",-6.239755556,106.81215
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/curly-cheese-steak-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Curly Cheese Steak",-6.239755556,106.81215
Western | western | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/g-spot-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> G - Spot",-6.239755556,106.81215
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/elsewhere-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Elsewhere",-6.23959,106.812128
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/holycow-steakhouse-by-chef-afit-1-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Holycow! STEAKHOUSE by Chef Afit",-6.23955,106.8062528
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/holy-smokes-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Holy Smokes",-6.238938,106.807761
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/super-steak-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Super Steak",-6.238556677,106.7912292
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/kfc-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> KFC",-6.237838889,106.8097694
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/le-quartier-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Le Quartier",-6.237711111,106.8073583
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/le-quartier-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Le Quartier",-6.237711111,106.8073583
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/tredici-ristorante-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Tredici Ristorante",-6.236643585,106.8137259
Western | western | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/aladin-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Aladin",-6.236563889,106.8152611
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/abuba-steak-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Abuba Steak",-6.2359,106.813725
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/cantina-18-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Cantina 18",-6.235458333,106.8136583
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/the-hook-resto-cafe-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> The Hook Resto & Cafe",-6.234802145,106.809306
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/q-smokehouse-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Q Smokehouse",-6.234516667,106.8131722
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/blue-fox-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Blue Fox",-6.233927778,106.8124778
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/mojo-kitchen-bar-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Mojo Kitchen & Bar",-6.233479,106.811924
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/holycow-steakhouse-by-chef-afit-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Holycow! STEAKHOUSE by Chef Afit",-6.233047222,106.8129806
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/hemingway-lounge-and-cigar-bar-kingsman-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Hemingway Lounge and Cigar Bar (Kingsman)",-6.233013,106.811514
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/three-buns-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Three Buns",-6.232937027,106.8115435
Western | european | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/monty-s-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Monty's",-6.232602,106.811417
Western | western | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/monty-s-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Monty's",-6.232602,106.811417
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/torino-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Torino",-6.23205,106.807525
Western | european | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/emilie-french-restaurant-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Emilie French Restaurant",-6.231166667,106.809
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/branche-bistro-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Branche Bistro",-6.230994444,106.8086389
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/phd-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PHD",-6.229333333,106.8015
Western | american | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/the-goods-diner-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> The Goods Diner",-6.226263,106.807079
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/potato-head-garage-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Potato Head Garage",-6.226263,106.807079
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/the-goods-diner-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> The Goods Diner",-6.226263,106.807079
Western | western | cost-3 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/hide-seek-swillhouse-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Hide & Seek Swillhouse",-6.226263,106.807079
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/potato-head-garage-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Potato Head Garage",-6.226263,106.807079
Western | european | cost-9 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/amuz-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Amuz",-6.226061,106.806496
Western | american | cost-3 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/potato-head-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Potato Head",-6.225833333,106.8095
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/hard-rock-cafe-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Hard Rock Cafe",-6.225833333,106.8095
Western | european | cost-3 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/opera-blanc-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Opera Blanc",-6.225833333,106.8095
Western | european | cost-3 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/potato-head-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Potato Head",-6.225833333,106.8095
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/odysseia-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Odysseia",-6.225833333,106.8095
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/odysseia-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Odysseia",-6.225833333,106.8095
Western | western | cost-3 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/potato-head-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Potato Head",-6.225833333,106.8095
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/paul-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Paul",-6.225833333,106.8095
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/ke-ku-n-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Ke' Ku:n",-6.225666667,106.8066667
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/huize-van-wely-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Huize van Wely",-6.225666667,106.8091667
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/liberte-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Liberte",-6.22545,106.8090361
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/home-made-bakery-sudirman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Home Made Bakery",-6.2245,106.8078333
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/luna-negra-sudirman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Luna Negra",-6.22431,106.807681
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/luna-negra-sudirman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Luna Negra",-6.22431,106.807681
Western | western | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/food-district-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Food District",-6.223833333,106.809
Western | european | cost-3 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/corks-and-screw-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Cork&Screw",-6.225333333,106.8093333
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/chamber-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> CHAMBER",-6.224896249,106.8097278
Western | european | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pacific-restaurant-and-lounge-the-ritz-carlton-pacific-place-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pacific Restaurant and Lounge - The Ritz Carlton Pacific Place",-6.224277,106.809626
Western | steak | cost-14; | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/ebeya-steakhouse-the-ritz-carlton-pacific-place-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Ebeya Steakhouse - The Ritz Carlton Pacific Place",-6.224277,106.809626
Western | western | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pacific-restaurant-and-lounge-the-ritz-carlton-pacific-place-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pacific Restaurant and Lounge - The Ritz Carlton Pacific Place",-6.224277,106.809626
Western | western | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/8-lounge-the-ritz-carlton-pacific-place-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> 8 Lounge - The Ritz Carlton Pacific Place",-6.224277,106.809626
Western | american | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/asia-the-ritz-carlton-mega-kuningan-kuningan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Asia - The Ritz Carlton Mega Kuningan",-6.223854,106.809533
Western | european | cost-7 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/lobo-the-ritz-carlton-mega-kuningan-kuningan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Lobo - The Ritz Carlton Mega Kuningan",-6.223854,106.809533
Western | western | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/asia-the-ritz-carlton-mega-kuningan-kuningan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Asia - The Ritz Carlton Mega Kuningan",-6.223854,106.809533
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/quatro-cafe-sudirman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Quatro Cafe",-6.223833333,106.8096667
Western | western | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/quatro-cafe-sudirman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Quatro Cafe",-6.223833333,106.8096667
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pizza-hut-lebak-bulus?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Hut",-6.288,106.7765
Western | western | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/tong-tji-tea-bar-lebak-bulus?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Tong Tji Tea Bar",-6.288,106.7765
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/meat-republiken-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Meat Republiken",-6.274028586,106.7827334
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/papa-ron-s-pizza-bintaro?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Papa Ron's Pizza",-6.273552778,106.7734222
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/gandy-steak-house-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Gandy Steak House",-6.272943,106.783975
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/union-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Union",-6.267575,106.7839194
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/union-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Union",-6.267575,106.7839194
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/vin-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> VIN+ Wine & Beyond",-6.2675,106.784
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/vin-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> VIN+ Wine & Beyond",-6.2675,106.784
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/blacklisted-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Blacklisted",-6.267333333,106.7838333
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/johnny-rockets-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Johnny Rockets",-6.267333333,106.7838333
Western | western | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sacher-torte-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sacher Torte",-6.266522222,106.7836083
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/fiesta-steak-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Fiesta Steak",-6.266333333,106.7831667
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/the-kitchen-by-pizza-hut-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> The Kitchen by Pizza Hut",-6.266333333,106.783
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/tgi-fridays-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> TGI Fridays",-6.265287,106.782791
