id,name,cuisine,type,locality,lat,long,avg_rating,currency,cost_for_two,url
7417973,KFC,american,western,Bogor Tengah,-6.602394444,106.8054806,3.1,IDR,100000,https://www.zomato.com/jakarta/kfc-bogor-tengah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7425399,Bull Wings Factory,american,western,Bogor Tengah,-6.601833333,106.8073333,0,IDR,250000,https://www.zomato.com/jakarta/bull-wings-factory-1-bogor-tengah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7418006,Bull Wings Factory,american,western,Bogor Tengah,-6.588922222,106.8057778,3.5,IDR,250000,https://www.zomato.com/jakarta/bull-wings-factory-bogor-tengah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7418599,Texas Chicken,american,western,Bogor Utara,-6.569166667,106.8078333,0,IDR,70000,https://www.zomato.com/jakarta/texas-chicken-bogor-utara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18175593,O' Chicken,american,western,Sawangan,-6.434428,106.796488,0,IDR,60000,https://www.zomato.com/jakarta/o-chicken-sawangan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7415278,Kick Chicks,american,western,Pancoran Mas,-6.395166667,106.8241667,0,IDR,60000,https://www.zomato.com/jakarta/kick-chicks-pancoran-mas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18173118,Cheese Chicken,american,western,Pancoran Mas,-6.390833333,106.8248333,0,IDR,60000,https://www.zomato.com/jakarta/cheese-chicken-pancoran-mas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7415097,KFC,american,western,Beji,-6.386080556,106.827775,3,IDR,100000,https://www.zomato.com/jakarta/kfc-beji?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7416387,Fiesta Steak,american,western,Jatisampurna,-6.3825,106.926,3,IDR,250000,https://www.zomato.com/jakarta/fiesta-steak-jatisampurna?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7415560,KFC,american,western,Beji,-6.374477778,106.8325667,3.4,IDR,100000,https://www.zomato.com/jakarta/kfc-1-beji?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7415191,Fiesta Steak,american,western,Beji,-6.372405556,106.8350444,2.2,IDR,250000,https://www.zomato.com/jakarta/fiesta-steak-beji?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7415094,AH Resto Cafe,american,western,Beji,-6.361822222,106.8262778,2.7,IDR,100000,https://www.zomato.com/jakarta/ah-resto-cafe-beji?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7412898,Cimilku,american,western,Pamulang,-6.345491667,106.7357778,2.4,IDR,100000,https://www.zomato.com/jakarta/cimilku-pamulang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7411032,KFC,american,western,Jagakarsa,-6.345,106.8335,3,IDR,100000,https://www.zomato.com/jakarta/kfc-jagakarsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7412214,Barrel Resto,american,western,Pamulang,-6.343697222,106.7202444,3.3,IDR,100000,https://www.zomato.com/jakarta/barrel-resto-pamulang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7412398,KFC,american,western,Pamulang,-6.342225,106.7253194,2.8,IDR,100000,https://www.zomato.com/jakarta/kfc-pamulang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18173116,Trans Burger,american,western,Cinere,-6.323833333,106.7838333,0,IDR,40000,https://www.zomato.com/jakarta/trans-burger-cinere?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7412756,Keblenger Burger,american,western,Ciputat Timur,-6.319419444,106.7687833,2.5,IDR,70000,https://www.zomato.com/jakarta/keblenger-burger-ciputat-timur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7426211,LFC,american,western,Jagakarsa,-6.315997222,106.81575,0,IDR,70000,https://www.zomato.com/jakarta/lfc-jagakarsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7417568,Big Burger,american,western,Mustikajaya,-6.3155,107.0068333,0,IDR,60000,https://www.zomato.com/jakarta/big-burger-mustikajaya?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7409104,Texas Chicken,american,western,Cijantung,-6.312666667,106.8616667,0,IDR,70000,https://www.zomato.com/jakarta/texas-chicken-cijantung?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7420848,Cheese Chicken,american,western,Jagakarsa,-6.312172,106.838394,2.5,IDR,60000,https://www.zomato.com/jakarta/cheese-chicken-jagakarsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7426017,Blenger Burger,american,western,Fatmawati,-6.3107,106.793799,3.7,IDR,90000,https://www.zomato.com/jakarta/blenger-burger-fatmawati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7412730,Blenger Burger,american,western,Serpong,-6.306608333,106.6746833,3.8,IDR,90000,https://www.zomato.com/jakarta/blenger-burger-serpong?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18131616,Burger Gothic,american,western,Pasar Minggu,-6.303903885,106.8505228,0,IDR,60000,https://www.zomato.com/jakarta/burger-gothic-pasar-minggu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18202878,Burger Bakar Qebul,american,western,Jagakarsa,-6.303556,106.8465,3.7,IDR,50000,https://www.zomato.com/jakarta/burger-bakar-qebul-jagakarsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7420876,CHAKRA,american,western,Serpong,-6.301585,106.654463,3.8,IDR,300000,https://www.zomato.com/jakarta/chakra-serpong?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7412631,Friends Burger 'n Pasta,american,western,Serpong,-6.301166667,106.6715,2.6,IDR,55000,https://www.zomato.com/jakarta/friends-burger-n-pasta-serpong?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7425203,Meirton,american,western,Pasar Minggu,-6.299219444,106.8319556,3.5,IDR,300000,https://www.zomato.com/jakarta/meirton-pasar-minggu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7412974,AH Resto Cafe,american,western,Serpong,-6.295627778,106.6674889,2.1,IDR,100000,https://www.zomato.com/jakarta/ah-resto-cafe-serpong?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7404593,The Americano - Sahati Hotel,american,western,Pasar Minggu,-6.290333333,106.8235,0,IDR,250000,https://www.zomato.com/jakarta/the-americano-sahati-hotel-pasar-minggu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7419233,Fiesta Steak,american,western,Pondok Aren,-6.285277778,106.7293333,2.6,IDR,250000,https://www.zomato.com/jakarta/fiesta-steak-pondok-aren?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7412720,Beza Burger,american,western,Serpong Utara,-6.280008333,106.6628806,2.7,IDR,40000,https://www.zomato.com/jakarta/beza-burger-serpong-utara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7405499,Boka Buka,american,western,Fatmawati,-6.278166667,106.8046667,3.9,IDR,350000,https://www.zomato.com/jakarta/boka-buka-fatmawati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18157520,Cheese Chicken,american,western,Pondok Aren,-6.275419444,106.7230139,0,IDR,60000,https://www.zomato.com/jakarta/cheese-chicken-pondok-aren?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18186666,Meat Republiken,american,western,Pondok Indah,-6.274028586,106.7827334,3.5,IDR,100000,https://www.zomato.com/jakarta/meat-republiken-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7404090,Venue,american,western,Kemang,-6.2735,106.8158333,3,IDR,400000,https://www.zomato.com/jakarta/venue-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7412701,KFC,american,western,Bintaro,-6.271916667,106.7415861,2.9,IDR,100000,https://www.zomato.com/jakarta/kfc-1-bintaro?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7405680,Blenger Burger,american,western,Bintaro,-6.271813889,106.7558278,3.9,IDR,90000,https://www.zomato.com/jakarta/blenger-burger-bintaro?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7417649,Fiesta Steak,american,western,Bekasi Selatan,-6.271666667,106.972,2.8,IDR,250000,https://www.zomato.com/jakarta/fiesta-steak-bekasi-selatan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7412647,AH Resto Cafe,american,western,Bintaro,-6.270944444,106.7384417,2.7,IDR,100000,https://www.zomato.com/jakarta/ah-resto-cafe-bintaro?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7412654,Texas Chicken,american,western,Bintaro,-6.270883333,106.7413722,3.2,IDR,70000,https://www.zomato.com/jakarta/texas-chicken-bintaro?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7420178,Texas Chicken,american,western,Kramat Jati,-6.270833333,106.8686667,3.3,IDR,70000,https://www.zomato.com/jakarta/texas-chicken-kramat-jati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7402551,Union,american,western,Pondok Indah,-6.267575,106.7839194,4.2,IDR,400000,https://www.zomato.com/jakarta/union-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7410836,VIN+ Wine & Beyond,american,western,Pondok Indah,-6.2675,106.784,3.6,IDR,300000,https://www.zomato.com/jakarta/vin-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7410730,Blacklisted,american,western,Pondok Indah,-6.267333333,106.7838333,3.9,IDR,300000,https://www.zomato.com/jakarta/blacklisted-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7410816,Johnny Rockets,american,western,Pondok Indah,-6.267333333,106.7838333,3.7,IDR,300000,https://www.zomato.com/jakarta/johnny-rockets-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7403611,Fiesta Steak,american,western,Pondok Indah,-6.266333333,106.7831667,3.1,IDR,250000,https://www.zomato.com/jakarta/fiesta-steak-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7402581,TGI Fridays,american,western,Pondok Indah,-6.265287,106.782791,4,IDR,400000,https://www.zomato.com/jakarta/tgi-fridays-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7402505,Boka Buka,american,western,Pondok Indah,-6.265287,106.782791,3.9,IDR,350000,https://www.zomato.com/jakarta/boka-buka-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7403315,VIN+ Wine & Beyond,american,western,Kemang,-6.265045,106.816171,4,IDR,300000,https://www.zomato.com/jakarta/vin-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7410083,American Grill,american,western,Pondok Indah,-6.265025,106.7838583,2.5,IDR,400000,https://www.zomato.com/jakarta/american-grill-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7404178,Gourmet Kemang,american,western,Kemang,-6.264274,106.81573,4.2,IDR,300000,https://www.zomato.com/jakarta/gourmet-kemang-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18152511,Cheese Chicken,american,western,Cililitan,-6.262333333,106.8653333,0,IDR,60000,https://www.zomato.com/jakarta/cheese-chicken-cililitan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7417414,Texas Chicken,american,western,Bekasi Timur,-6.259955556,107.0167,0,IDR,70000,https://www.zomato.com/jakarta/texas-chicken-bekasi-timur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18202885,Blackburger,american,western,Kemang,-6.258833333,106.815,0,IDR,80000,https://www.zomato.com/jakarta/blackburger-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401642,Urban Bistro,american,western,Kemang,-6.258706,106.808701,3.6,IDR,300000,https://www.zomato.com/jakarta/urban-bistro-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401888,TGI Fridays,american,western,Kemang,-6.258634,106.808717,3.8,IDR,400000,https://www.zomato.com/jakarta/tgi-fridays-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7403400,Texas Chicken,american,western,Kalibata,-6.257333333,106.8556667,2.9,IDR,70000,https://www.zomato.com/jakarta/texas-chicken-kalibata?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7404188,El Asador,american,western,Kemang,-6.255895,106.81496,4.2,IDR,300000,https://www.zomato.com/jakarta/el-asador-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7403125,KFC,american,western,Kemang,-6.2555,106.8121667,3.6,IDR,100000,https://www.zomato.com/jakarta/kfc-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7403133,KFC,american,western,Mampang Prapatan,-6.254333333,106.8273333,3,IDR,100000,https://www.zomato.com/jakarta/kfc-mampang-prapatan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18175587,Quebec Burger,american,western,Dharmawangsa,-6.250933,106.808995,3.3,IDR,60000,https://www.zomato.com/jakarta/quebec-burger-dharmawangsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401636,Mama Goose,american,western,Melawai,-6.249953,106.798932,3.9,IDR,250000,https://www.zomato.com/jakarta/mama-goose-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7416070,AH Resto Cafe,american,western,Bekasi Selatan,-6.248333333,106.9901667,3.2,IDR,100000,https://www.zomato.com/jakarta/ah-resto-cafe-bekasi-selatan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7416042,Texas Chicken,american,western,Bekasi Selatan,-6.248166667,106.9903333,3.2,IDR,70000,https://www.zomato.com/jakarta/texas-chicken-bekasi-selatan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7410022,KFC,american,western,Kalimalang,-6.246666667,106.9078222,3.3,IDR,100000,https://www.zomato.com/jakarta/kfc-kalimalang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7402226,AH Resto Cafe,american,western,Melawai,-6.2445,106.8011667,3.5,IDR,100000,https://www.zomato.com/jakarta/ah-resto-cafe-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7402578,Beyondbar,american,western,Melawai,-6.244333333,106.8035,3.1,IDR,400000,https://www.zomato.com/jakarta/beyondbar-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7423544,Klenger Burger,american,western,Melawai,-6.244280556,106.8028944,2.8,IDR,100000,https://www.zomato.com/jakarta/klenger-burger-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7402362,KFC,american,western,Blok M,-6.244166667,106.797,3.2,IDR,100000,https://www.zomato.com/jakarta/kfc-1-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7404141,Cafe Safari,american,western,Gandaria,-6.244,106.7916667,3.4,IDR,350000,https://www.zomato.com/jakarta/cafe-safari-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7402257,Mawar Restaurant - Hotel Bidakara,american,western,Gatot Subroto,-6.241863889,106.8445667,0,IDR,400000,https://www.zomato.com/jakarta/mawar-restaurant-hotel-bidakara-gatot-subroto?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7420762,LA HOYA Comida Mexicana,american,western,Gandaria,-6.241863889,106.7827833,4.1,IDR,300000,https://www.zomato.com/lahoya-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7423104,Blenger Burger,american,western,Blok M,-6.241263889,106.7898417,4,IDR,90000,https://www.zomato.com/jakarta/blenger-burger-1-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18241949,My Chef Concept,american,western,Blok M,-6.241,106.7908333,0,IDR,70000,https://www.zomato.com/jakarta/my-chef-concept-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7420359,The Barrels,american,western,Serpong Utara,-6.239651,106.628655,3,IDR,250000,https://www.zomato.com/jakarta/the-barrels-serpong-utara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401603,KFC,american,western,Senopati,-6.237838889,106.8097694,3,IDR,100000,https://www.zomato.com/jakarta/kfc-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7421670,Ke' Ku:n,american,western,Kuningan,-6.235103,106.828908,3.2,IDR,250000,https://www.zomato.com/jakarta/ke-ku-n-1-kuningan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7417111,Blue Fox,american,western,Senopati,-6.233927778,106.8124778,3.6,IDR,400000,https://www.zomato.com/jakarta/blue-fox-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401546,Mojo Kitchen & Bar,american,western,Senopati,-6.233479,106.811924,3.8,IDR,350000,https://www.zomato.com/jakarta/mojo-kitchen-bar-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7419998,Three Buns,american,western,Senopati,-6.232937027,106.8115435,3.6,IDR,350000,https://www.zomato.com/jakarta/three-buns-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7413653,Texas Chicken,american,western,Larangan,-6.232383333,106.7309583,0,IDR,70000,https://www.zomato.com/jakarta/texas-chicken-larangan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7413727,Fiesta Steak,american,western,Karawaci,-6.229519444,106.611175,2.9,IDR,250000,https://www.zomato.com/jakarta/fiesta-steak-karawaci?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401629,KFC,american,western,Tebet,-6.2295,106.8486667,3.3,IDR,100000,https://www.zomato.com/jakarta/kfc-tebet?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7413567,House of Bintang,american,western,Karawaci,-6.228941667,106.6088472,0,IDR,250000,https://www.zomato.com/jakarta/house-of-bintang-karawaci?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401311,Cacamarica,american,western,Kuningan,-6.228833333,106.8261667,3.3,IDR,250000,https://www.zomato.com/jakarta/cacamarica-kuningan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7413579,KFC,american,western,Karawaci,-6.228833333,106.6090917,3.2,IDR,100000,https://www.zomato.com/jakarta/kfc-3-karawaci?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7413892,Texas Chicken,american,western,Ciledug,-6.228341667,106.6989444,0,IDR,70000,https://www.zomato.com/jakarta/texas-chicken-ciledug?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7400468,Corrindo Coffee,american,western,Tebet,-6.228166667,106.8551667,0,IDR,70000,https://www.zomato.com/jakarta/corrindo-coffee-tebet?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401849,Fiesta Steak,american,western,Senayan,-6.227716667,106.7978667,2.8,IDR,250000,https://www.zomato.com/jakarta/fiesta-steak-senayan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7414126,KFC,american,western,Ciledug,-6.226444444,106.7039861,2.9,IDR,100000,https://www.zomato.com/jakarta/kfc-ciledug?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7416803,Fiesta Steak,american,western,Bekasi Utara,-6.226333333,107.0003333,3,IDR,250000,https://www.zomato.com/jakarta/fiesta-steak-bekasi-utara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401055,The Goods Diner,american,western,SCBD,-6.226263,106.807079,3.9,IDR,450000,https://www.zomato.com/jakarta/the-goods-diner-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7422886,Applebee's,american,western,Senayan,-6.226166667,106.7993333,3.3,IDR,350000,https://www.zomato.com/jakarta/applebees-senayan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7400195,Potato Head,american,western,SCBD,-6.225833333,106.8095,3.8,IDR,700000,https://www.zomato.com/jakarta/potato-head-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7400671,Hard Rock Cafe,american,western,SCBD,-6.225833333,106.8095,4,IDR,400000,https://www.zomato.com/jakarta/hard-rock-cafe-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7402081,Fiesta Steak,american,western,Senayan,-6.225752778,106.7992333,3.2,IDR,250000,https://www.zomato.com/jakarta/fiesta-steak-1-senayan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7400950,Ke' Ku:n,american,western,SCBD,-6.225666667,106.8066667,3.3,IDR,250000,https://www.zomato.com/jakarta/ke-ku-n-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7414193,Burger & Steak Corner,american,western,Ciledug,-6.225052778,106.7082444,0,IDR,75000,https://www.zomato.com/jakarta/burger-steak-corner-ciledug?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7402459,VIN+ Wine & Beyond,american,western,Senayan,-6.225013889,106.8011556,3.7,IDR,300000,https://www.zomato.com/jakarta/vin-senayan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18271428,CHAMBER,american,western,SCBD,-6.224896249,106.8097278,0,IDR,350000,https://www.zomato.com/jakarta/chamber-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401151,D'Omelette,american,western,Tebet,-6.2242058,106.8425164,2.5,IDR,250000,https://www.zomato.com/jakarta/domelette-tebet?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401399,Fiesta Steak,american,western,Kuningan,-6.224166667,106.8268333,3.5,IDR,250000,https://www.zomato.com/jakarta/fiesta-steak-kuningan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7403002,Union,american,western,Senayan,-6.22395,106.7991167,4.3,IDR,400000,https://www.zomato.com/jakarta/union-senayan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7410718,Asia - The Ritz Carlton Mega Kuningan,american,western,Kuningan,-6.223854,106.809533,4.1,IDR,1000000,https://www.zomato.com/jakarta/asia-the-ritz-carlton-mega-kuningan-kuningan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7414381,Fiesta Steak,american,western,Pinang,-6.223816667,106.6554861,0,IDR,250000,https://www.zomato.com/jakarta/fiesta-steak-pinang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7400952,JJ Royal Brasserie,american,western,Karet,-6.223688889,106.8234778,3.8,IDR,450000,https://www.zomato.com/jjrbrasserie?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7424342,Johnny Rockets,american,western,Karet,-6.223688889,106.8234778,3,IDR,300000,https://www.zomato.com/jakarta/johnny-rockets-1-karet?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401184,Blacklisted,american,western,Karet,-6.223581,106.822897,3.8,IDR,300000,https://www.zomato.com/jakarta/blacklisted-karet?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7400384,HARRIS Cafe - HARRIS Hotel Tebet,american,western,Tebet,-6.222285,106.848004,0,IDR,400000,https://www.zomato.com/jakarta/harris-cafe-harris-hotel-tebet-tebet?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7400132,KFC,american,western,Kuningan,-6.221666667,106.8331667,2.4,IDR,100000,https://www.zomato.com/jakarta/kfc-1-kuningan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7418922,Aphrodite Bar and Restaurant,american,western,Kuningan,-6.220148,106.834063,3.8,IDR,350000,https://www.zomato.com/jakarta/aphrodite-bar-and-restaurant-kuningan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7416358,Dabelyuw,american,western,Sudirman,-6.219721,106.81445,3.3,IDR,100000,https://www.zomato.com/jakarta/dabelyuw-sudirman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7400372,American Grill,american,western,Sudirman,-6.21965,106.8150944,2.8,IDR,400000,https://www.zomato.com/jakarta/american-grill-sudirman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7400235,Liquid Exchange,american,western,Kuningan,-6.218268,106.834931,3.6,IDR,400000,https://www.zomato.com/jakarta/liquid-exchange-kuningan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7421981,AH Resto Cafe,american,western,Bendungan Hilir,-6.214163889,106.8150556,2.8,IDR,100000,https://www.zomato.com/jakarta/ah-resto-cafe-1-bendungan-hilir?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18131580,Cheese Chicken,american,western,Meruya,-6.211209,106.737904,0,IDR,60000,https://www.zomato.com/jakarta/cheese-chicken-meruya?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7400263,Salt n Light,american,western,Setiabudi,-6.2095,106.8268333,0,IDR,55000,https://www.zomato.com/jakarta/salt-n-light-setiabudi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7400008,Pastis Cafe - The Kuningan Suites,american,western,Setiabudi,-6.207441,106.827399,3.5,IDR,330000,https://www.zomato.com/jakarta/pastis-cafe-the-kuningan-suites-setiabudi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7400014,Seasons Cafe - Four Seasons,american,western,Setiabudi,-6.206,106.828,3.6,IDR,700000,https://www.zomato.com/jakarta/seasons-cafe-four-seasons-setiabudi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7411396,B.A.T.S - Hotel Shangri-La,american,western,Sudirman,-6.203291667,106.8189611,3.5,IDR,500000,https://www.zomato.com/jakarta/b-a-t-s-hotel-shangri-la-sudirman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7409172,KFC,american,western,Kebon Jeruk,-6.200475,106.7826222,3.5,IDR,100000,https://www.zomato.com/jakarta/kfc-kebon-jeruk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7406750,American Grill,american,western,Thamrin,-6.199048,106.822675,3.1,IDR,400000,https://www.zomato.com/jakarta/american-grill-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7425310,Lemoe Burger,american,western,Rawamangun,-6.196808333,106.8859722,2.8,IDR,50000,https://www.zomato.com/jakarta/lemoe-burger-rawamangun?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7401108,Fiesta Steak,american,western,Thamrin,-6.196786111,106.818725,3.4,IDR,250000,https://www.zomato.com/jakarta/fiesta-steak-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7404556,KFC,american,western,Cikini,-6.196647222,106.8404,3.4,IDR,100000,https://www.zomato.com/jakarta/kfc-cikini?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
18126033,Bruger Burger,american,western,Meruya,-6.196136111,106.7564,3.5,IDR,60000,https://www.zomato.com/jakarta/bruger-burger-meruya?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7426334,Hawaiian Bistro,american,western,Thamrin,-6.19556,106.822367,4.2,IDR,290000,https://www.zomato.com/jakarta/hawaiian-bistro-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7406013,KFC,american,western,Senen,-6.195,106.85,3.1,IDR,100000,https://www.zomato.com/jakarta/kfc-1-senen?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7407126,KFC,american,western,Rawamangun,-6.193947222,106.8905194,2.9,IDR,100000,https://www.zomato.com/jakarta/kfc-1-rawamangun?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
7403284,Texas Chicken,american,western,Cikini,-6.1934,106.83905,3.3,IDR,70000,https://www.zomato.com/jakarta/texas-chicken-cikini?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1
